Ware_house_ID,kmeans_segment,ward_segment
WH_120754,1,4
WH_120757,4,4
WH_120761,1,1
WH_120769,3,1
WH_120773,4,3
WH_120774,1,1
WH_120780,1,1
WH_120785,4,2
WH_120798,4,4
WH_120799,1,4
WH_120806,4,4
WH_120813,3,1
WH_120818,2,1
WH_120819,3,3
WH_120821,1,1
WH_120822,1,3
WH_120824,1,4
WH_120826,4,4
WH_120828,4,3
WH_120832,1,1
WH_120842,4,3
WH_120843,4,4
WH_120845,2,2
WH_120846,4,4
WH_120869,2,2
WH_120879,3,3
WH_120886,1,4
WH_120897,2,1
WH_120901,1,1
WH_120902,4,4
WH_120907,4,3
WH_120910,1,1
WH_120915,1,1
WH_120916,4,4
WH_120917,4,4
WH_120923,2,2
WH_120925,1,1
WH_120931,4,2
WH_120934,3,1
WH_120940,3,1
WH_120950,4,4
WH_120959,3,1
WH_120965,3,1
WH_120968,3,3
WH_120973,4,3
WH_120974,3,3
WH_120975,1,4
WH_120976,2,2
WH_120977,4,3
WH_120978,4,3
WH_120983,1,4
WH_120992,2,2
WH_120995,1,1
WH_121008,4,3
WH_121012,1,1
WH_121016,3,3
WH_121018,3,3
WH_121025,1,3
WH_121047,2,1
WH_121051,3,3
WH_121060,4,4
WH_121066,2,2
WH_121069,1,1
WH_121074,4,4
WH_121079,3,1
WH_121095,4,4
WH_121106,1,1
WH_121110,4,4
WH_121114,3,3
WH_121117,2,2
WH_121118,3,3
WH_121123,4,4
WH_121126,2,1
WH_121137,1,1
WH_121146,4,2
WH_121148,1,1
WH_121154,4,3
WH_121156,1,1
WH_121161,1,1
WH_121167,2,2
WH_121168,2,2
WH_121173,1,4
WH_121175,1,1
WH_121176,3,1
WH_121177,4,4
WH_121187,2,2
WH_121195,4,4
WH_121198,3,4
WH_121201,4,4
WH_121207,1,1
WH_121213,3,1
WH_121215,1,4
WH_121216,1,1
WH_121222,2,2
WH_121225,4,4
WH_121227,3,1
WH_121238,1,1
WH_121241,4,3
WH_121243,3,3
WH_121245,3,3
WH_121247,2,2
WH_121253,3,3
WH_121256,4,4
WH_121261,4,3
WH_121263,2,2
WH_121272,4,3
WH_121273,3,1
WH_121278,4,4
WH_121279,1,1
WH_121282,2,2
WH_121289,2,2
WH_121297,2,2
WH_121300,1,1
WH_121318,4,3
WH_121328,4,3
WH_121333,3,3
WH_121335,1,1
WH_121344,1,1
WH_121351,1,1
WH_121354,1,4
WH_121356,3,3
WH_121357,2,2
WH_121370,1,1
WH_121372,4,4
WH_121377,3,3
WH_121385,3,3
WH_121386,2,2
WH_121403,3,3
WH_121407,3,1
WH_121409,4,3
WH_121411,3,3
WH_121412,2,2
WH_121418,2,2
WH_121435,1,2
WH_121438,4,4
WH_121442,3,3
WH_121449,1,4
WH_121450,3,3
WH_121452,3,3
WH_121453,1,1
WH_121456,3,1
WH_121468,3,3
WH_121472,3,4
WH_121475,4,3
WH_121484,1,1
WH_121493,2,2
WH_121494,3,1
WH_121498,3,4
WH_121500,3,1
WH_121506,1,4
WH_121513,1,1
WH_121526,1,1
WH_121529,2,2
WH_121540,2,2
WH_121548,1,1
WH_121560,2,2
WH_121571,1,1
WH_121579,4,4
WH_121581,1,4
WH_121586,4,3
WH_121587,1,2
WH_121589,4,4
WH_121592,1,1
WH_121594,3,1
WH_121603,4,4
WH_121610,2,2
WH_121627,4,3
WH_121629,4,4
WH_121630,4,3
WH_121631,2,2
WH_121641,3,3
WH_121642,1,1
WH_121647,1,1
WH_121654,4,3
WH_121660,1,4
WH_121662,3,3
WH_121663,3,3
WH_121666,1,1
WH_121680,3,1
WH_121701,4,3
WH_121702,4,1
WH_121704,4,4
WH_121705,2,2
WH_121706,3,3
WH_121711,1,1
WH_121719,4,3
WH_121723,1,1
WH_121729,3,3
WH_121732,3,1
WH_121744,2,2
WH_121747,4,3
WH_121763,1,3
WH_121780,3,1
WH_121794,3,4
WH_121797,3,3
WH_121799,2,2
WH_121801,1,1
WH_121810,3,3
WH_121811,4,4
WH_121818,1,1
WH_121819,3,1
WH_121823,4,3
WH_121824,2,2
WH_121827,3,3
WH_121837,3,3
WH_121838,1,4
WH_121840,1,1
WH_121850,2,2
WH_121864,2,2
WH_121867,1,4
WH_121882,4,4
WH_121888,4,2
WH_121896,1,1
WH_121901,3,3
WH_121903,4,3
WH_121915,1,1
WH_121918,1,1
WH_121919,4,4
WH_121927,3,1
WH_121929,3,4
WH_121934,1,1
WH_121935,3,1
WH_121936,4,4
WH_121939,2,2
WH_121944,3,1
WH_121949,4,4
WH_121962,4,3
WH_121963,4,4
WH_121968,4,4
WH_121974,2,2
WH_121978,3,4
WH_121986,1,1
WH_121989,1,2
WH_121999,2,1
WH_122003,4,4
WH_122013,4,3
WH_122014,1,1
WH_122020,4,4
WH_122043,3,3
WH_122045,2,2
WH_122046,1,4
WH_122050,1,1
WH_122053,1,1
WH_122059,3,3
WH_122065,2,1
WH_122066,3,1
WH_122088,4,4
WH_122094,1,4
WH_122106,1,1
WH_122115,1,1
WH_122117,3,4
WH_122118,2,2
WH_122119,4,4
WH_122122,4,4
WH_122132,2,2
WH_122153,3,3
WH_122155,2,2
WH_122165,2,2
WH_122180,3,1
WH_122181,3,4
WH_122190,3,3
WH_122194,2,2
WH_122210,1,4
WH_122212,2,2
WH_122221,4,3
WH_122243,3,1
WH_122250,1,1
WH_122252,3,4
WH_122253,3,1
WH_122254,2,2
WH_122275,2,2
WH_122276,1,1
WH_122283,4,4
WH_122292,2,2
WH_122299,2,2
WH_122301,3,1
WH_122303,1,1
WH_122304,1,1
WH_122306,2,2
WH_122308,4,1
WH_122309,4,1
WH_122311,4,3
WH_122314,4,4
WH_122318,3,1
WH_122319,4,3
WH_122321,2,2
WH_122324,1,1
WH_122332,3,1
WH_122338,4,3
WH_122339,1,1
WH_122342,4,2
WH_122344,2,2
WH_122349,1,1
WH_122350,2,2
WH_122351,3,2
WH_122360,3,1
WH_122365,4,4
WH_122366,3,3
WH_122369,4,4
WH_122377,3,1
WH_122380,3,3
WH_122385,2,1
WH_122388,2,2
WH_122390,3,3
WH_122405,3,3
WH_122427,1,1
WH_122435,3,1
WH_122437,3,3
WH_122438,1,1
WH_122441,3,3
WH_122454,4,4
WH_122457,3,4
WH_122469,1,1
WH_122475,2,2
WH_122501,2,2
WH_122508,3,1
WH_122516,4,4
WH_122518,4,4
WH_122519,4,4
WH_122520,3,1
WH_122525,4,4
WH_122529,3,3
WH_122530,4,4
WH_122541,2,2
WH_122542,1,1
WH_122555,1,2
WH_122559,1,4
WH_122561,3,1
WH_122563,2,1
WH_122564,3,1
WH_122574,3,1
WH_122575,3,1
WH_122576,1,1
WH_122578,4,4
WH_122580,2,2
WH_122581,4,4
WH_122585,2,2
WH_122586,3,1
WH_122588,2,2
WH_122594,3,3
WH_122595,2,2
WH_122599,4,4
WH_122603,4,4
WH_122604,4,4
WH_122611,4,4
WH_122613,1,1
WH_122617,4,4
WH_122618,3,3
WH_122625,4,3
WH_122629,4,3
WH_122635,1,4
WH_122640,1,4
WH_122642,2,2
WH_122643,4,3
WH_122650,3,3
WH_122663,3,1
WH_122664,1,1
WH_122667,1,4
WH_122669,4,4
WH_122672,3,1
WH_122673,1,4
WH_122684,3,4
WH_122685,4,3
WH_122688,3,3
WH_122691,3,4
WH_122695,4,3
WH_122697,4,4
WH_122703,4,1
WH_122708,4,2
WH_122709,4,4
WH_122712,3,3
WH_122716,4,4
WH_122719,4,3
WH_122723,1,1
WH_122728,4,4
WH_122740,1,4
WH_122743,4,4
WH_122747,3,1
WH_122748,1,1
WH_122753,3,1
WH_122758,4,4
WH_122763,4,4
WH_122765,1,1
WH_122769,2,2
WH_122771,1,1
WH_122776,1,3
WH_122779,3,3
WH_122784,2,2
WH_122787,1,1
WH_122788,3,3
WH_122796,4,3
WH_122799,3,1
WH_122805,1,1
WH_122808,3,3
WH_122821,2,2
WH_122828,1,2
WH_122841,4,4
WH_122848,4,4
WH_122851,1,1
WH_122852,1,1
WH_122856,2,1
WH_122858,3,1
WH_122865,1,1
WH_122871,3,2
WH_122872,4,2
WH_122874,1,1
WH_122875,4,3
WH_122876,3,1
WH_122879,1,1
WH_122880,3,4
WH_122901,3,1
WH_122902,1,4
WH_122906,3,1
WH_122908,3,1
WH_122912,4,1
WH_122915,4,4
WH_122918,1,1
WH_122919,1,1
WH_122934,2,2
WH_122943,2,2
WH_122950,1,1
WH_122952,3,1
WH_122954,3,1
WH_122956,3,1
WH_122964,1,1
WH_122967,3,1
WH_122971,3,2
WH_122976,1,3
WH_122979,4,4
WH_122980,1,1
WH_122983,4,4
WH_123005,3,4
WH_123011,1,1
WH_123012,3,3
WH_123015,3,2
WH_123018,4,4
WH_123027,4,3
WH_123037,4,4
WH_123049,3,3
WH_123050,3,1
WH_123058,1,3
WH_123062,4,2
WH_123064,2,2
WH_123095,4,4
WH_123096,1,1
WH_123109,4,3
WH_123110,3,3
WH_123111,1,1
WH_123115,3,3
WH_123118,1,1
WH_123129,1,1
WH_123130,3,3
WH_123138,3,3
WH_123145,1,1
WH_123148,4,4
WH_123151,4,4
WH_123153,1,3
WH_123158,1,1
WH_123159,3,3
WH_123160,4,3
WH_123162,3,3
WH_123168,4,3
WH_123174,4,4
WH_123180,3,3
WH_123182,4,4
WH_123188,3,3
WH_123215,1,1
WH_123229,3,3
WH_123231,4,3
WH_123251,2,2
WH_123271,3,1
WH_123272,1,1
WH_123273,2,1
WH_123274,4,2
WH_123276,4,4
WH_123277,2,2
WH_123279,4,3
WH_123287,2,2
WH_123294,4,4
WH_123297,1,4
WH_123305,3,1
WH_123314,3,1
WH_123318,1,1
WH_123321,1,1
WH_123323,2,2
WH_123324,3,1
WH_123325,4,4
WH_123327,1,1
WH_123329,2,2
WH_123332,1,4
WH_123337,1,1
WH_123344,3,1
WH_123345,4,3
WH_123365,1,1
WH_123369,1,1
WH_123370,2,2
WH_123377,1,4
WH_123382,4,4
WH_123383,2,2
WH_123389,4,1
WH_123395,3,3
WH_123401,2,2
WH_123404,4,2
WH_123411,1,4
WH_123417,3,1
WH_123421,1,4
WH_123434,3,1
WH_123443,2,2
WH_123451,4,4
WH_123453,1,1
WH_123454,4,4
WH_123459,1,3
WH_123460,2,2
WH_123470,1,1
WH_123471,4,4
WH_123473,4,2
WH_123476,1,1
WH_123484,1,1
WH_123489,1,2
WH_123492,1,1
WH_123498,3,3
WH_123503,3,1
WH_123511,3,4
WH_123513,2,2
WH_123517,2,2
WH_123535,2,2
WH_123536,4,4
WH_123543,3,2
WH_123545,4,4
WH_123548,3,3
WH_123549,3,1
WH_123557,1,1
WH_123561,1,1
WH_123566,4,4
WH_123568,4,4
WH_123573,3,1
WH_123574,4,4
WH_123586,1,1
WH_123591,1,1
WH_123593,1,4
WH_123595,3,3
WH_123596,2,2
WH_123597,1,1
WH_123599,1,1
WH_123600,1,4
WH_123601,1,1
WH_123618,2,2
WH_123628,4,3
WH_123632,2,2
WH_123636,1,1
WH_123640,3,3
WH_123641,1,1
WH_123688,4,4
WH_123690,1,1
WH_123698,3,3
WH_123706,4,4
WH_123721,4,4
WH_123722,4,4
WH_123727,4,3
WH_123735,4,4
WH_123739,1,1
WH_123742,1,1
WH_123746,3,3
WH_123762,3,4
WH_123763,1,1
WH_123770,4,4
WH_123784,4,4
WH_123786,3,1
WH_123791,4,4
WH_123792,4,3
WH_123794,3,3
WH_123804,3,4
WH_123810,1,3
WH_123812,2,2
WH_123815,2,2
WH_123836,4,4
WH_123839,1,1
WH_123841,3,1
WH_123844,3,3
WH_123850,1,4
WH_123851,4,4
WH_123853,4,4
WH_123854,1,1
WH_123858,1,1
WH_123864,1,4
WH_123865,3,1
WH_123870,4,4
WH_123873,4,3
WH_123874,1,4
WH_123875,1,4
WH_123881,2,2
WH_123882,3,4
WH_123883,2,2
WH_123886,4,1
WH_123888,1,1
WH_123894,4,4
WH_123905,1,1
WH_123908,4,3
WH_123909,1,1
WH_123913,1,1
WH_123915,3,3
WH_123919,3,3
WH_123922,2,2
WH_123924,1,4
WH_123926,1,1
WH_123928,3,4
WH_123931,1,4
WH_123941,4,4
WH_123942,4,3
WH_123945,2,2
WH_123946,4,3
WH_123953,4,2
WH_123955,1,1
WH_123965,1,1
WH_123968,4,2
WH_123969,4,4
WH_123972,4,4
WH_123980,4,4
WH_123991,4,4
WH_123997,4,3
WH_124001,2,1
WH_124005,1,1
WH_124006,1,2
WH_124019,2,2
WH_124026,2,2
WH_124043,3,3
WH_124044,3,3
WH_124050,4,4
WH_124051,3,1
WH_124057,3,3
WH_124061,1,4
WH_124063,2,1
WH_124070,4,3
WH_124077,1,1
WH_124088,2,2
WH_124089,2,2
WH_124093,3,1
WH_124094,4,1
WH_124095,1,4
WH_124102,3,1
WH_124104,4,3
WH_124105,3,4
WH_124106,4,3
WH_124110,1,4
WH_124115,3,1
WH_124123,1,1
WH_124126,4,4
WH_124127,1,1
WH_124128,4,3
WH_124131,2,1
WH_124133,2,2
WH_124136,1,1
WH_124137,3,1
WH_124139,1,1
WH_124140,2,2
WH_124142,1,1
WH_124145,4,4
WH_124147,4,2
WH_124151,3,4
WH_124155,4,4
WH_124157,1,1
WH_124163,2,2
WH_124173,1,4
WH_124187,1,3
WH_124189,3,3
WH_124193,3,3
WH_124200,4,3
WH_124202,3,4
WH_124212,4,4
WH_124215,1,1
WH_124216,1,1
WH_124217,2,2
WH_124220,3,3
WH_124225,3,4
WH_124231,1,1
WH_124233,2,2
WH_124235,1,1
WH_124249,4,3
WH_124271,1,1
WH_124282,4,4
WH_124284,4,3
WH_124286,3,1
WH_124294,3,3
WH_124295,3,3
WH_124297,1,4
WH_124302,2,2
WH_124303,4,4
WH_124309,1,1
WH_124318,1,4
WH_124322,3,4
WH_124333,4,3
WH_124334,1,1
WH_124351,4,4
WH_124352,1,1
WH_124355,4,4
WH_124361,3,1
WH_124362,3,3
WH_124373,4,3
WH_124374,3,3
WH_124398,4,4
WH_124404,2,2
WH_124410,4,4
WH_124421,4,4
WH_124422,4,3
WH_124424,3,1
WH_124429,3,1
WH_124432,1,1
WH_124440,2,2
WH_124443,4,4
WH_124452,4,4
WH_124464,4,4
WH_124466,4,4
WH_124470,4,3
WH_124473,3,3
WH_124480,1,4
WH_124492,3,1
WH_124494,3,3
WH_124495,4,1
WH_124503,1,1
WH_124506,3,1
WH_124509,4,4
WH_124513,4,3
WH_124530,3,3
WH_124532,4,4
WH_124535,1,4
WH_124546,4,2
WH_124572,2,1
WH_124581,4,4
WH_124583,3,3
WH_124585,3,3
WH_124589,1,1
WH_124591,1,1
WH_124595,1,1
WH_124603,3,1
WH_124610,2,2
WH_124622,3,3
WH_124633,3,3
WH_124642,4,4
WH_124645,3,1
WH_124646,4,4
WH_124647,4,4
WH_124649,2,1
WH_124652,4,4
WH_124662,4,4
WH_124664,3,3
WH_124668,1,4
WH_124669,4,4
WH_124671,1,1
WH_124674,1,1
WH_124686,1,4
WH_124689,1,1
WH_124696,3,2
WH_124699,4,4
WH_124712,1,1
WH_124716,1,1
WH_124725,3,1
WH_124730,4,4
WH_124734,4,4
WH_124736,4,4
WH_124738,4,2
WH_124741,3,4
WH_124746,3,3
WH_124751,4,4
WH_124756,1,1
WH_124764,2,2
WH_124766,1,2
WH_124769,1,1
WH_124770,1,1
WH_124777,4,3
WH_124778,4,1
WH_124779,4,4
WH_124789,2,2
WH_124792,4,4
WH_124794,4,4
WH_124797,1,4
WH_124799,3,3
WH_124805,2,2
WH_124811,4,4
WH_124815,4,4
WH_124819,4,3
WH_124821,3,1
WH_124823,3,1
WH_124824,2,2
WH_124828,3,4
WH_124830,3,3
WH_124831,2,1
WH_124835,4,1
WH_124847,1,1
WH_124850,1,1
WH_124851,3,4
WH_124853,4,2
WH_124859,4,3
WH_124867,3,2
WH_124869,4,3
WH_124871,4,4
WH_124879,1,1
WH_124880,3,1
WH_124890,1,1
WH_124899,3,1
WH_124913,3,4
WH_124920,2,2
WH_124921,4,4
WH_124924,1,1
WH_124946,1,1
WH_124949,3,3
WH_124956,1,1
WH_124962,4,3
WH_124963,1,1
WH_124965,3,3
WH_124966,4,1
WH_124970,4,4
WH_124985,4,4
WH_124988,4,2
WH_124991,4,3
WH_124997,4,4
WH_124998,3,3
